vocabulary_id,Unnamed: 0,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on,term_lemma
RBDETb37d,1028,nafri,North African man who sexually harasses women,,False,DE,81.0,eng,,,,False,True,False,False,False,False,False,9,1,0,2018-05-20 12:09:02,2018-05-20 12:09:02,nafri
b4ZKxx6Ux,1029,flip,A person from the Philippines,To turn upside down,False,,98.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2018-05-18 15:57:07,2018-05-18 15:57:07,flip
UtFDZRP8U,1030,globalist,Coded language often used as a negative euphemism for Jew,An internationally-minded person,False,,91.0,eng,,,,True,False,True,False,False,False,False,0,0,0,2017-10-25 07:02:16,2017-10-25 07:02:16,globalist
yRR8wkBE8,1031,holohoax,Holocaust hoax (Holocaust denial),,False,,98.0,eng,,,,False,False,True,False,False,False,False,126,15,2,2017-10-25 06:58:08,2017-10-25 06:58:08,holohoax
89brU3DbR,1032,bint,A human female,,False,GB,10.0,eng,,bitch,,False,False,False,True,False,False,False,262,8,1,2017-06-15 15:04:58,2017-06-15 15:04:58,bint
Zj8vYG3Tk,1033,latrino,"In the USA a person of Latino descent, from 'latrine'. Extremely offensive.",,False,,71.0,eng,,,,False,True,False,False,False,False,False,111,1,0,2017-05-11 03:32:54,2017-05-11 03:32:54,latrino
wbv4RQb8G,1034,conchuda,"[1] Comparing someone (usually Male) to female genitalia. A variant of ""pussy"", but generally regarded as far more offensive. [2] A despicable man (Australian English). Has a wide variety of usages and meaning across the English world. For instance, in Commonwealth Countries such as Britain, Australia or New Zealand it can be, and often is, used to refer positively to someone, while in Canada it is widely seen to be highly offensive.",,False,,96.0,eng,,cunt,,False,False,False,True,False,False,False,29,7,2,2017-05-02 14:54:19,2017-05-02 14:54:19,conchuda
7DekQUDft,1035,closetfag,A person accused of being an homosexual,,False,,73.0,eng,,closet fag,,False,False,False,False,True,False,False,5,0,0,2017-04-11 22:14:26,2017-04-11 22:14:26,closetfag
kCRu3fmQA,1036,closet fag,A person accused of being an homosexual,,False,,86.0,eng,,,,False,False,False,False,True,False,False,134,12,1,2017-04-11 22:11:38,2017-04-11 22:11:38,closet fag
GA9WdtvPr,1037,tyncar,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,86.0,eng,,tinker,,False,True,False,False,False,False,False,0,0,0,2017-03-09 12:24:46,2017-03-09 12:24:46,tyncar
xufJ9ha64,1038,chi chi,"An Anglo-Indian or Eurasian half-caste [probably from Hindi chi-chi fie!, literally, dirt] Also can refer to English spoken with a Southwest Asian accent.",,False,,89.0,eng,,chee chee,,False,True,False,False,False,False,False,1,0,0,2017-02-03 00:19:05,2017-02-03 00:19:05,chi chi
BhK3H9Taz,1039,MTN,"A Dinka or of South Sudan ancestry, from the telecommunications network which is ubiquitous in Africa",[1] South African telecommunications company [2] Timezone,False,,73.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2016-12-16 20:00:23,2016-12-16 20:00:23,mtn
QQUrzXBF3,1040,harambe,racist word for a dark complected person,Western lowland gorilla at Cincinnati Zoo and Botanical Gardens,False,,98.0,eng,,,,False,True,False,False,False,False,False,9,0,0,2016-10-14 11:39:06,2016-10-14 11:39:06,harambe
WUfybm3zW,1041,Hunyock,A Hungarian-Polish person.,,False,,98.0,eng,,Hunyak,,True,False,False,False,False,False,False,2,0,0,2016-07-23 18:28:28,2016-07-23 18:28:28,hunyock
pQD9xKQtz,1042,moss eater,Pacific Northwest term for poor or disenfrancised white people.,,False,,99.0,eng,,,,False,True,False,False,False,False,False,2,0,0,2016-07-20 02:55:36,2016-07-20 02:55:36,moss eater
YzXF9Ej4n,1043,proddywoddy,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,False,,78.0,eng,,prod,,False,False,True,False,False,False,False,2,0,0,2016-07-18 15:25:10,2016-07-18 15:25:10,proddywoddy
9V6y8HHZJ,1044,divvy,An idiot,,False,,79.0,eng,,div,,False,False,False,False,False,False,True,0,0,0,2016-07-04 19:56:35,2016-07-04 19:56:35,divvy
U4fxFrBAT,1045,div,An idiot,,False,,77.0,eng,,,,False,False,False,False,False,False,True,0,0,0,2016-07-04 19:55:13,2016-07-04 19:55:13,div
eCMffg9Xm,1046,spickaboo,A person of mixed Hispanic and black parentage.,,False,,99.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2016-04-11 07:37:22,2016-04-11 07:37:22,spickaboo
GXG9K2qKn,1047,chinig,A person of mixed black and Chinese parentage.,,False,,96.0,eng,,,,True,True,False,False,False,False,False,10,0,0,2016-03-08 09:52:26,2016-03-08 09:52:26,chinig
Dydjc2JcK,1048,ZOG lover,Used by white supremacists to denote one who is subservient to Jewish people.,,False,,96.0,eng,,,,False,True,False,False,False,False,False,3,0,0,2016-01-20 20:38:06,2016-01-20 20:38:06,zog lover
JY4WagqD6,1049,sideways cooter,"An Asian woman, particularly of Chinese descent.",,False,,88.0,eng,,sideways vagina,,True,True,False,False,False,False,False,1,0,0,2015-08-01 00:16:00,2015-08-01 00:16:00,sideways cooter
QZKqk2JnN,1050,kotiya,A Tamil.,,False,,83.0,eng,,tiger,,False,True,False,False,False,False,False,2,0,0,2015-07-26 12:05:33,2015-07-26 12:05:33,kotiya
EgUAMHz2w,1051,gook eye,"An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.",,False,,97.0,eng,,gook,,False,True,False,False,False,False,False,5,1,0,2015-05-07 04:21:08,2015-05-07 04:21:08,gook eye
DRG6AYKm4,1052,jigarooni,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,True,,86.0,eng,,jigaboo,,False,True,False,False,False,False,False,4,2,0,2015-04-17 23:34:58,2015-04-17 23:34:58,jigarooni
R3J6XyxEG,1053,smoked Irish,A 19th century term for a black person (intended to insult both black people and Irish).,,False,,73.0,eng,,,,True,True,False,False,False,False,False,8,0,0,2015-01-07 19:32:49,2015-01-07 19:32:49,smoke irish
Jfxevwd2u,1054,oven dodger,"A Jew, alluding to one who escaped cremation during Holocaust.",,False,,66.0,eng,,,,False,True,True,False,False,False,False,162,5,0,2014-12-07 17:57:50,2014-12-07 17:57:50,oven dodger
a4CApWHBT,1055,Russellite ,"A Jehovah's Witness, from American religious leader Charles Taze Russell.",,False,,94.0,eng,,,,False,False,True,False,False,False,False,2,0,0,2014-08-25 06:35:18,2014-08-25 06:35:18,russellite
kG7gwRpBc,1056,ghetto hamster,A black child.,,False,,82.0,eng,,,,False,True,False,False,False,False,False,13,0,0,2014-08-17 04:25:03,2014-08-17 04:25:03,ghetto hamster
NbvDbTb3Z,1057,roofucker,"Literally, kangaroo-fucker, an Australian iteration on 'sheepfucker'.",,False,,89.0,eng,,,,True,True,False,False,False,False,False,23,0,0,2014-07-18 07:24:31,2014-07-18 07:24:31,roofucker
8fupmNRmZ,1058,ikey mo,A Jewish person (from Isaac and Moses).,,False,,85.0,eng,,ikey,,False,True,False,False,False,False,False,1,0,0,2014-06-25 16:15:03,2014-06-25 16:15:03,ikey mo
Gpp2Z7DN2,1059,plastic paddy,A non-Irish person who claims to be Irish.,,False,GB,90.0,eng,,,,True,True,False,False,False,False,False,2839,122,6,2014-06-17 21:26:09,2014-06-17 21:26:09,plastic paddy
fnC3FKn7r,1060,paddy,"A person of Irish descent, derived from a nickname for Padraig.",,False,,98.0,eng,,,,True,True,False,False,False,False,False,236,6,1,2014-06-17 21:25:58,2014-06-17 21:25:58,paddy
vj4TCk376,1061,gin jockey,"In Australia, a white person having casual sex with an Aboriginal woman. Pejorative.",,False,,71.0,eng,,,,False,True,False,False,False,False,False,5,2,0,2014-06-01 00:19:24,2014-06-01 00:19:24,gin jockey
r3QU7vNR7,1062,Honyock,A Hungarian-Polish person.,,False,,77.0,eng,,Hunyak,,True,False,False,False,False,False,False,10,0,0,2014-05-08 13:33:14,2014-05-08 13:33:14,honyock
FAwR2b4xm,1063,zigabo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,True,,73.0,eng,,jigaboo,,False,True,False,False,False,False,False,11,1,0,2014-05-03 15:18:11,2014-05-03 15:18:11,zigabo
kXZG3ZMqX,1064,smoked Irishman,A 19th century term for a black person (intended to insult both black people and Irish).,,False,,92.0,eng,,smoked Irish,,True,True,False,False,False,False,False,0,0,0,2014-04-08 16:10:55,2014-04-08 16:10:55,smoke irishman
ta3cjeJmr,1065,dyke jumper,A person of Dutch origin.,,False,,45.0,eng,,,,True,False,False,False,False,False,False,20,3,0,2014-04-05 19:00:27,2014-04-05 19:00:27,dyke jumper
PkhMVy69W,1066,border nigger,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,98.0,eng,,wetback,,False,True,False,False,False,False,False,8,0,0,2014-03-23 09:01:35,2014-03-23 09:01:35,border nigger
cHwjAcAf6,1067,Amo,An Amish person.,,False,,35.0,eng,,,,False,False,True,False,False,False,False,9,0,0,2014-03-13 01:59:53,2014-03-13 01:59:53,amo
2aTb9dCfF,1068,cave nigger,A person of Middle Eastern descent,,False,,96.0,eng,,,,False,True,False,False,False,False,True,13,0,0,2014-02-24 21:01:20,2014-02-24 21:01:20,cave nigger
wFFv6e7d9,1069,Caublasian,"A person of mixed Caucasian, African and Asian heritage",,False,,54.0,eng,,,,False,True,False,False,False,False,False,28,9,0,2014-02-24 20:58:24,2014-02-24 20:58:24,caublasian
7Cwp9vXYE,1070,carrot snapper,"A Mormon, presumably inspired by agriculture in Utah",,False,,72.0,eng,,,,False,False,True,False,False,False,True,7,1,1,2014-02-24 20:55:13,2014-02-24 20:55:13,carrot snapper
e2A4jZJq6,1071,camel fucker,[1] An Arab. [2] A Muslim.,,False,,84.0,eng,,,,True,True,True,False,False,False,False,1062,33,4,2014-02-24 20:32:12,2014-02-24 20:32:12,camel fucker
Z6bX3dxNb,1072,ice monkey,A Finn.,,False,,73.0,eng,,,,True,False,False,False,False,False,False,11,2,0,2014-02-21 17:08:53,2014-02-21 17:08:53,ice monkey
Fv4Q9zmr2,1073,butterhead,[1] A person of African descent. [2] WWII slur for a Japanese person.,,False,,75.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2014-02-19 02:40:16,2014-02-19 02:40:16,butterhead
x49Z8gpau,1074,buk buk,"In Hawaii, denotes a Filipino, from the alleged sound of Filipino language.",,False,,61.0,eng,,book book,,True,True,False,False,False,False,False,2,0,0,2014-02-14 21:23:54,2014-02-14 21:23:54,buk buk
Gnun2WBaR,1075,buckra,"African-Americans slur for Caucasians in the Southeast United States , particularly Caucasians in a position of authority, possibly from Efik word 'mbakara' meaning 'master'",,False,,65.0,eng,,,,False,True,False,False,False,False,False,88,19,1,2014-02-14 21:21:06,2014-02-14 21:21:06,buckra
q7XVjPcEp,1076,brass ankle,"[1] A person of mixed Caucasian, Native American, and African ancestry in Southern Carolina [2] A person of African ancestry attempting to pass as Caucasian",,False,,75.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2014-02-14 21:13:46,2014-02-14 21:13:46,brass ankle
9hr7TWZuN,1077,boon,"Canberra word for white trash or redneck, sometimes shortened to boon",A windfall or beneficial event,False,,75.0,eng,,booner,,True,False,False,False,False,False,True,0,0,0,2014-02-11 15:51:58,2014-02-11 15:51:58,boon
BmC7cnPFN,1078,booner,"Canberra word for white trash or redneck, sometimes shortened to boon",,False,AU,75.0,eng,,,,True,False,False,False,False,False,True,318,16,0,2014-02-11 15:50:44,2014-02-11 15:50:44,booner
mcnd9Ej6w,1079,slopehead,"A person of Asian descent, particularly Vietnamese or Chinese.",,False,,83.0,eng,,slope,,False,True,False,False,False,False,False,55,2,0,2014-02-05 03:22:58,2014-02-05 03:22:58,slopehead
axGdw9THv,1080,dune nigger,A person of Arab descent.,,True,,100.0,eng,,sand nigger,,False,True,False,False,False,False,False,14,0,0,2014-01-24 15:00:33,2014-01-24 15:00:33,dune nigger
aDM98r7Nc,1081,nitchee,A North American Indian (from the Algonquian word for 'friend').,,False,,76.0,eng,,nitchie,,False,True,False,False,False,False,False,2,0,0,2014-01-10 19:52:02,2014-01-10 19:52:02,nitchee
6Y8rKvc4B,1082,zippohead,"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",,False,,97.0,eng,,zip,,False,True,False,False,False,False,False,0,0,0,2013-12-25 08:34:04,2013-12-25 08:34:04,zippohead
nbApK7hqq,1083,bog jumper,A person of common or low class Irish ancestry.,,False,,48.0,eng,,Bog Irish,,True,False,False,False,False,False,True,4,0,0,2013-12-10 21:17:18,2013-12-10 21:17:18,bog jumper
rUE7pYvwm,1084,bog hopper,A person of common or low class Irish ancestry.,,False,,66.0,eng,,Bog Irish,,True,False,False,False,False,False,True,13,0,0,2013-12-10 21:17:01,2013-12-10 21:17:01,bog hopper
Y3Hv6ATNU,1085,dole bludger,[1] A shiftless or unemployed person. [2] A pimp.,,False,,95.0,eng,,bludger,,False,False,False,False,False,False,True,2068,87,8,2013-12-10 21:06:20,2013-12-10 21:06:20,dole bludger
MmurkRN3x,1086,bludger,[1] A shiftless or unemployed person. [2] A pimp.,,False,,13.0,eng,,,,False,False,False,False,False,False,True,2847,40,7,2013-12-10 21:05:52,2013-12-10 21:05:52,bludger
KugTyE3Y2,1087,blaxican,A person of mixed Mexican and African ancestry,,False,,40.0,eng,,,,True,True,False,False,False,False,False,117,2,0,2013-12-10 20:59:14,2013-12-10 20:59:14,blaxican
f73TYUNZn,1088,bix nood,An African-American,,False,,,eng,,,,False,True,False,False,False,False,False,531,11,1,2013-12-10 20:53:07,2013-12-10 20:53:07,bix nood
v6aUwuURh,1089,fog nigger,A black person of British nationality.,,True,,99.0,eng,,,,True,True,False,False,False,False,False,2,0,0,2013-12-06 00:20:45,2013-12-06 00:20:45,fog nigger
B89nqaD3e,1090,beaner shnitzel,Offspring of a hispanic parent and a German parent,,False,,90.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-12-05 20:51:48,2013-12-05 20:51:48,beaner shnitzel
d4FWwf3pb,1091,bean dipper,A non-hispanic person who dates hispanic women,,False,,50.0,eng,,,,False,True,False,False,False,False,False,11,1,0,2013-12-05 20:49:13,2013-12-05 20:49:13,bean dipper
Kz3RDCQq6,1092,beach nigger,An overly tanned Caucasian,,False,,81.0,eng,,,,False,True,False,False,False,False,False,16,0,0,2013-12-05 20:19:46,2013-12-05 20:19:46,beach nigger
7tX9k9H3P,1093,banjo lips,An African-American,,False,,89.0,eng,,,,False,True,False,False,False,False,False,36,0,0,2013-12-05 19:55:35,2013-12-05 19:55:35,banjo lip
kjv4g6zZb,1094,banana lander,An Australian from Queensland,,False,,24.0,eng,,banana bender,,True,False,False,False,False,False,False,0,0,0,2013-12-05 19:46:49,2013-12-05 19:46:49,banana lander
v8PtC3nAY,1095,banana bender,An Australian from Queensland,,False,,25.0,eng,,,,True,False,False,False,False,False,False,166,13,1,2013-12-05 19:46:29,2013-12-05 19:46:29,banana bender
zFwwWQdN7,1096,Buddhahead,An Asian. Also used by mainland Japanese Americans to refer to Hawaiian Japanese Americans since World War II.,,False,,71.0,eng,,,,False,True,False,False,False,False,False,4,0,0,2013-12-04 20:08:31,2013-12-04 20:08:31,buddhahead
fT2w36jvk,1097,mackerel snapper ,A Roman Catholic. The term originated in the U.S. in the 1850s and refers to the custom of Friday abstinence.,,False,,64.0,eng,,,,False,False,True,False,False,False,False,8,0,0,2013-11-19 04:52:24,2013-11-19 04:52:24,mackerel snapper
8G9VZVy7h,1098,camel jacker,Person of Middle Eastern descent.,,False,,90.0,eng,,camel jockey,,False,True,False,False,False,False,False,2,0,0,2013-11-19 01:32:39,2013-11-19 01:32:39,camel jacker
z6ynRhbpV,1099,Hunyak,A Hungarian-Polish person.,,False,,72.0,eng,,,,True,False,False,False,False,False,False,22,0,0,2013-11-10 15:47:23,2013-11-10 15:47:23,hunyak
YnW8ZyDJ3,1100,wiggerette,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",,False,,99.0,eng,,white nigger,,True,True,False,False,False,False,False,6,0,0,2013-11-05 05:04:01,2013-11-05 05:04:01,wiggerette
4fMNfKcKR,1101,pohm,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,,76.0,eng,,pom,,True,False,False,False,False,False,False,15,1,0,2013-11-04 20:50:48,2013-11-04 20:50:48,pohm
